,region,from,to,forecast,index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
492,South West England,2019-05-15T12:30Z,2019-05-15T13:00Z,114,low,0.0,0.0,0.0,28.7,14.4,0,0.0,54.6,2.3
493,South West England,2019-05-15T13:00Z,2019-05-15T13:30Z,119,low,0.0,0.0,0.0,30.0,14.6,0,0.0,53.2,2.2
494,South West England,2019-05-15T13:30Z,2019-05-15T14:00Z,129,low,0.0,0.0,0.0,31.5,15.1,0,0.0,51.3,2.1
495,South West England,2019-05-15T14:00Z,2019-05-15T14:30Z,148,low,0.0,0.0,0.0,37.0,14.7,0,0.0,46.4,1.9
496,South West England,2019-05-15T14:30Z,2019-05-15T15:00Z,161,moderate,0.0,0.0,0.0,40.3,14.8,0,0.0,43.1,1.8
497,South West England,2019-05-15T15:00Z,2019-05-15T15:30Z,177,moderate,0.0,0.0,0.0,44.0,15.1,0,0.0,39.1,1.8
498,South West England,2019-05-15T15:30Z,2019-05-15T16:00Z,196,moderate,0.0,0.0,0.0,49.3,15.3,0,0.0,33.8,1.6
499,South West England,2019-05-15T16:00Z,2019-05-15T16:30Z,206,moderate,0.0,0.0,0.0,52.2,16.2,0,0.0,29.9,1.7
500,South West England,2019-05-15T16:30Z,2019-05-15T17:00Z,212,moderate,0.0,0.0,0.0,53.6,18.1,0,0.0,26.3,2.0
501,South West England,2019-05-15T17:00Z,2019-05-15T17:30Z,218,moderate,0.0,0.0,0.0,55.2,19.9,0,0.0,23.0,1.9
502,South West England,2019-05-15T17:30Z,2019-05-15T18:00Z,224,moderate,0.0,0.0,0.0,56.5,22.1,0,0.0,19.3,2.1
503,South West England,2019-05-15T18:00Z,2019-05-15T18:30Z,235,moderate,0.0,0.0,0.0,58.7,24.5,0,0.0,14.7,2.1
504,South West England,2019-05-15T18:30Z,2019-05-15T19:00Z,251,moderate,0.0,0.0,0.0,63.0,26.3,0,0.0,8.8,1.9
505,South West England,2019-05-15T19:00Z,2019-05-15T19:30Z,262,high,0.0,0.0,0.0,66.1,28.1,0,0.0,3.6,2.2
506,South West England,2019-05-15T19:30Z,2019-05-15T20:00Z,266,high,0.0,0.0,0.9,67.9,28.8,0,0.0,0.5,1.9
507,South West England,2019-05-15T20:00Z,2019-05-15T20:30Z,261,high,0.0,0.0,0.3,66.5,30.7,0,0.0,0.1,2.4
508,South West England,2019-05-15T20:30Z,2019-05-15T21:00Z,252,moderate,0.0,0.0,0.0,64.8,32.8,0,0.0,0.0,2.4
509,South West England,2019-05-15T21:00Z,2019-05-15T21:30Z,236,moderate,0.0,0.0,0.0,60.8,36.3,0,0.0,0.0,2.9
510,South West England,2019-05-15T21:30Z,2019-05-15T22:00Z,220,moderate,0.0,0.0,0.0,56.6,40.2,0,0.0,0.0,3.2
511,South West England,2019-05-15T22:00Z,2019-05-15T22:30Z,209,moderate,0.0,0.0,1.1,52.6,42.6,0,0.0,0.0,3.7
512,South West England,2019-05-15T22:30Z,2019-05-15T23:00Z,209,moderate,0.0,0.0,0.0,53.5,42.6,0,0.0,0.0,3.9
513,South West England,2019-05-15T23:00Z,2019-05-15T23:30Z,197,moderate,0.0,0.0,0.0,51.5,44.4,0,0.0,0.0,4.1
514,South West England,2019-05-15T23:30Z,2019-05-16T00:00Z,170,moderate,0.0,0.0,0.0,45.5,49.7,0,0.0,0.0,4.8
515,South West England,2019-05-16T00:00Z,2019-05-16T00:30Z,142,low,0.0,0.0,3.1,36.0,55.2,0,0.0,0.0,5.7
516,South West England,2019-05-16T00:30Z,2019-05-16T01:00Z,141,low,0.0,0.0,0.0,35.2,59.2,0,0.0,0.0,5.6
517,South West England,2019-05-16T01:00Z,2019-05-16T01:30Z,135,low,0.0,0.0,0.0,38.5,56.3,0,0.0,0.0,5.2
518,South West England,2019-05-16T01:30Z,2019-05-16T02:00Z,127,low,0.1,0.0,0.3,31.2,62.5,0,0.0,0.0,5.9
519,South West England,2019-05-16T02:00Z,2019-05-16T02:30Z,111,low,0.5,0.0,1.7,28.4,63.3,0,0.0,0.0,6.1
520,South West England,2019-05-16T02:30Z,2019-05-16T03:00Z,62,low,0.0,0.0,0.0,16.2,79.9,0,0.0,0.0,3.9
521,South West England,2019-05-16T03:00Z,2019-05-16T03:30Z,62,low,0.0,0.0,0.0,15.7,80.6,0,0.0,0.0,3.7
522,South West England,2019-05-16T03:30Z,2019-05-16T04:00Z,64,low,0.0,0.0,0.0,16.5,80.0,0,0.0,0.0,3.5
523,South West England,2019-05-16T04:00Z,2019-05-16T04:30Z,62,low,0.0,0.0,0.0,15.9,80.5,0,0.0,0.1,3.5
524,South West England,2019-05-16T04:30Z,2019-05-16T05:00Z,66,low,0.0,0.0,0.0,16.5,78.2,0,0.0,2.0,3.3
525,South West England,2019-05-16T05:00Z,2019-05-16T05:30Z,64,low,0.0,0.0,0.0,16.4,73.5,0,0.0,7.0,3.1
526,South West England,2019-05-16T05:30Z,2019-05-16T06:00Z,67,low,0.0,0.0,0.0,17.8,67.2,0,0.0,12.2,2.8
527,South West England,2019-05-16T06:00Z,2019-05-16T06:30Z,59,very low,0.0,0.0,0.0,15.5,64.6,0,0.0,17.1,2.8
528,South West England,2019-05-16T06:30Z,2019-05-16T07:00Z,54,very low,0.0,0.0,0.0,14.2,59.9,0,0.0,23.3,2.6
529,South West England,2019-05-16T07:00Z,2019-05-16T07:30Z,47,very low,0.0,0.0,0.0,12.9,53.0,0,0.0,31.5,2.6
530,South West England,2019-05-16T07:30Z,2019-05-16T08:00Z,39,very low,0.0,0.0,0.0,9.6,49.5,0,0.0,38.4,2.5
531,South West England,2019-05-16T08:00Z,2019-05-16T08:30Z,45,very low,0.0,0.0,0.0,11.7,43.9,0,0.0,41.9,2.5
532,South West England,2019-05-16T08:30Z,2019-05-16T09:00Z,46,very low,0.0,0.0,0.0,11.2,39.4,0,0.0,46.7,2.7
533,South West England,2019-05-16T09:00Z,2019-05-16T09:30Z,45,very low,0.0,0.0,0.0,13.6,28.1,0,0.0,55.4,2.9
534,South West England,2019-05-16T09:30Z,2019-05-16T10:00Z,32,very low,0.0,0.0,0.0,5.6,31.6,0,0.0,59.9,2.9
535,South West England,2019-05-16T10:00Z,2019-05-16T10:30Z,60,low,0.0,0.0,0.0,15.4,20.6,0,0.0,61.4,2.6
536,South West England,2019-05-16T10:30Z,2019-05-16T11:00Z,68,low,0.0,0.0,0.0,15.8,19.8,0,0.0,61.8,2.6
537,South West England,2019-05-16T11:00Z,2019-05-16T11:30Z,82,low,0.0,0.0,0.0,21.9,17.1,0,0.0,58.6,2.4
538,South West England,2019-05-16T11:30Z,2019-05-16T12:00Z,69,low,0.0,0.0,0.0,18.2,17.5,0,0.0,61.7,2.6
539,South England,2019-05-15T11:30Z,2019-05-15T12:00Z,225,moderate,0.0,0.0,0.0,57.6,0.1,0,0.0,41.8,0.5
540,South England,2019-05-15T12:00Z,2019-05-15T12:30Z,222,moderate,0.1,0.0,0.0,56.8,0.3,0,0.0,42.1,0.7
541,South England,2019-05-15T12:30Z,2019-05-15T13:00Z,220,moderate,0.2,0.0,0.7,55.8,0.7,0,0.0,41.7,0.9
542,South England,2019-05-15T13:00Z,2019-05-15T13:30Z,220,moderate,0.3,0.0,1.1,56.1,0.9,0,0.0,40.5,1.1
543,South England,2019-05-15T13:30Z,2019-05-15T14:00Z,210,moderate,0.3,0.0,2.6,54.3,1.4,0,0.0,40.1,1.3
544,South England,2019-05-15T14:00Z,2019-05-15T14:30Z,202,moderate,0.7,0.0,4.8,50.0,2.3,0,0.0,40.5,1.7
545,South England,2019-05-15T14:30Z,2019-05-15T15:00Z,210,moderate,1.2,0.0,5.0,51.4,2.5,0,0.0,38.0,1.9
546,South England,2019-05-15T15:00Z,2019-05-15T15:30Z,226,moderate,1.1,0.0,5.7,54.9,2.5,0,0.1,33.8,1.9
547,South England,2019-05-15T15:30Z,2019-05-15T16:00Z,247,moderate,0.5,0.0,5.3,61.0,2.4,0,0.0,28.9,1.9
548,South England,2019-05-15T16:00Z,2019-05-15T16:30Z,257,moderate,0.5,0.1,5.9,63.6,2.6,0,0.1,24.9,2.3
549,South England,2019-05-15T16:30Z,2019-05-15T17:00Z,262,high,0.8,0.3,10.4,63.7,2.2,0,0.1,19.4,3.1
550,South England,2019-05-15T17:00Z,2019-05-15T17:30Z,266,high,1.3,0.2,14.5,64.2,1.8,0,0.2,14.2,3.6
551,South England,2019-05-15T17:30Z,2019-05-15T18:00Z,272,high,1.1,0.1,18.2,65.7,1.3,0,0.2,9.4,4.0
552,South England,2019-05-15T18:00Z,2019-05-15T18:30Z,272,high,0.5,0.0,23.1,65.2,0.7,0,0.2,5.8,4.5
553,South England,2019-05-15T18:30Z,2019-05-15T19:00Z,275,high,0.6,0.1,24.5,66.1,0.4,0,0.2,3.1,5.0
554,South England,2019-05-15T19:00Z,2019-05-15T19:30Z,275,high,0.4,0.1,26.1,66.0,0.4,0,0.2,1.2,5.6
555,South England,2019-05-15T19:30Z,2019-05-15T20:00Z,278,high,0.3,0.1,27.3,66.1,0.2,0,0.1,0.2,5.7
556,South England,2019-05-15T20:00Z,2019-05-15T20:30Z,277,high,0.5,0.2,28.1,64.5,0.3,0,0.0,0.0,6.4
557,South England,2019-05-15T20:30Z,2019-05-15T21:00Z,275,high,0.6,0.3,29.4,62.8,0.2,0,0.0,0.0,6.7
558,South England,2019-05-15T21:00Z,2019-05-15T21:30Z,259,moderate,0.3,0.1,32.8,59.9,0.1,0,0.0,0.0,6.8
559,South England,2019-05-15T21:30Z,2019-05-15T22:00Z,239,moderate,0.0,0.0,39.1,53.7,0.0,0,0.0,0.0,7.2
560,South England,2019-05-15T22:00Z,2019-05-15T22:30Z,229,moderate,0.0,0.0,42.9,49.9,0.0,0,0.0,0.0,7.2
561,South England,2019-05-15T22:30Z,2019-05-15T23:00Z,227,moderate,0.0,0.0,44.7,47.3,0.6,0,0.0,0.0,7.4
562,South England,2019-05-15T23:00Z,2019-05-15T23:30Z,233,moderate,0.0,0.0,43.0,49.0,0.9,0,0.0,0.0,7.1
563,South England,2019-05-15T23:30Z,2019-05-16T00:00Z,238,moderate,0.0,0.0,42.9,50.5,0.3,0,0.1,0.0,6.2
564,South England,2019-05-16T00:00Z,2019-05-16T00:30Z,256,moderate,0.6,0.0,39.2,53.0,1.2,0,0.1,0.0,5.9
565,South England,2019-05-16T00:30Z,2019-05-16T01:00Z,274,high,3.4,0.0,32.8,52.6,5.7,0,0.1,0.0,5.4
566,South England,2019-05-16T01:00Z,2019-05-16T01:30Z,287,high,6.0,0.0,17.8,62.0,8.8,0,0.1,0.0,5.3
567,South England,2019-05-16T01:30Z,2019-05-16T02:00Z,287,high,6.2,0.0,18.5,61.9,7.9,0,0.1,0.0,5.4
568,South England,2019-05-16T02:00Z,2019-05-16T02:30Z,287,high,6.1,0.0,19.0,61.4,7.9,0,0.2,0.0,5.4
569,South England,2019-05-16T02:30Z,2019-05-16T03:00Z,252,moderate,0.8,0.0,41.7,43.4,8.8,0,0.5,0.0,4.8
570,South England,2019-05-16T03:00Z,2019-05-16T03:30Z,252,moderate,1.2,0.0,40.2,44.0,9.1,0,0.5,0.0,5.0
571,South England,2019-05-16T03:30Z,2019-05-16T04:00Z,254,moderate,1.7,0.0,37.2,45.5,9.9,0,0.8,0.0,4.9
572,South England,2019-05-16T04:00Z,2019-05-16T04:30Z,261,high,3.2,0.0,29.0,50.5,11.2,0,1.1,0.1,4.9
573,South England,2019-05-16T04:30Z,2019-05-16T05:00Z,268,high,5.6,0.0,12.1,60.1,13.4,0,1.0,1.9,5.9
574,South England,2019-05-16T05:00Z,2019-05-16T05:30Z,279,high,5.8,0.0,0.1,68.7,11.6,0,1.4,5.2,7.2
575,South England,2019-05-16T05:30Z,2019-05-16T06:00Z,285,high,4.0,0.0,0.1,71.5,8.7,0,1.2,8.7,5.8
576,South England,2019-05-16T06:00Z,2019-05-16T06:30Z,281,high,3.7,0.3,0.0,70.9,7.1,0,1.1,12.0,4.9
577,South England,2019-05-16T06:30Z,2019-05-16T07:00Z,265,high,3.8,0.4,0.0,65.8,7.7,0,1.2,15.8,5.3
578,South England,2019-05-16T07:00Z,2019-05-16T07:30Z,260,high,3.3,1.0,0.0,62.8,6.5,0,1.1,20.5,4.8
579,South England,2019-05-16T07:30Z,2019-05-16T08:00Z,256,moderate,2.8,1.5,0.0,61.6,5.2,0,0.6,24.8,3.5
580,South England,2019-05-16T08:00Z,2019-05-16T08:30Z,242,moderate,2.9,1.3,0.0,58.0,4.9,0,0.2,29.2,3.5
581,South England,2019-05-16T08:30Z,2019-05-16T09:00Z,232,moderate,2.6,1.1,0.0,56.2,3.7,0,0.1,32.8,3.5
582,South England,2019-05-16T09:00Z,2019-05-16T09:30Z,222,moderate,2.7,1.0,0.0,53.8,2.2,0,0.1,36.2,4.0
583,South England,2019-05-16T09:30Z,2019-05-16T10:00Z,213,moderate,2.2,0.9,0.0,51.5,2.0,0,0.1,39.5,3.8
584,South England,2019-05-16T10:00Z,2019-05-16T10:30Z,204,moderate,0.7,0.3,0.0,51.6,0.8,0,0.0,44.0,2.6
585,South England,2019-05-16T10:30Z,2019-05-16T11:00Z,199,moderate,0.9,0.4,0.0,49.8,1.0,0,0.0,45.0,2.9
586,South England,2019-05-16T11:00Z,2019-05-16T11:30Z,198,moderate,1.2,0.4,0.0,49.0,1.7,0,0.0,44.1,3.6
587,South England,2019-05-16T11:30Z,2019-05-16T12:00Z,202,moderate,1.7,0.5,0.0,49.8,1.9,0,0.0,42.2,3.9
588,London,2019-05-15T11:30Z,2019-05-15T12:00Z,166,moderate,3.5,0.2,21.5,38.7,6.5,0,0.1,26.9,2.6
589,London,2019-05-15T12:00Z,2019-05-15T12:30Z,158,low,3.6,0.2,23.1,36.0,7.2,0,0.1,26.7,3.1
590,London,2019-05-15T12:30Z,2019-05-15T13:00Z,151,low,0.7,0.0,27.2,34.9,8.8,0,0.1,24.7,3.6
591,London,2019-05-15T13:00Z,2019-05-15T13:30Z,154,low,0.5,0.0,28.4,34.2,8.9,0,0.1,23.7,4.2
592,London,2019-05-15T13:30Z,2019-05-15T14:00Z,172,moderate,0.3,0.0,28.9,39.0,7.8,0,0.1,19.7,4.2
593,London,2019-05-15T14:00Z,2019-05-15T14:30Z,183,moderate,0.3,0.0,30.1,40.5,7.5,0,0.1,17.1,4.4
594,London,2019-05-15T14:30Z,2019-05-15T15:00Z,188,moderate,0.4,0.0,29.4,41.7,7.8,0,0.2,15.6,4.9
595,London,2019-05-15T15:00Z,2019-05-15T15:30Z,196,moderate,0.4,0.0,31.0,43.4,6.8,0,0.3,13.3,4.8
596,London,2019-05-15T15:30Z,2019-05-15T16:00Z,209,moderate,0.2,0.0,28.7,47.6,7.1,0,0.2,11.3,4.9
597,London,2019-05-15T16:00Z,2019-05-15T16:30Z,209,moderate,0.1,0.0,28.1,48.7,7.5,0,0.3,9.7,5.6
598,London,2019-05-15T16:30Z,2019-05-15T17:00Z,207,moderate,0.1,0.0,34.0,47.1,5.5,0,0.5,6.9,5.9
599,London,2019-05-15T17:00Z,2019-05-15T17:30Z,208,moderate,0.0,0.0,37.3,47.1,4.2,0,0.5,4.9,6.0
600,London,2019-05-15T17:30Z,2019-05-15T18:00Z,212,moderate,0.0,0.0,39.2,47.7,3.4,0,0.5,3.2,6.0
601,London,2019-05-15T18:00Z,2019-05-15T18:30Z,212,moderate,0.0,0.0,42.2,47.6,1.9,0,0.5,1.9,5.9
602,London,2019-05-15T18:30Z,2019-05-15T19:00Z,211,moderate,0.0,0.0,43.5,47.7,1.3,0,0.4,1.0,6.1
603,London,2019-05-15T19:00Z,2019-05-15T19:30Z,214,moderate,0.0,0.0,43.5,48.3,1.0,0,0.4,0.3,6.5
604,London,2019-05-15T19:30Z,2019-05-15T20:00Z,217,moderate,0.0,0.0,44.5,48.4,0.6,0,0.1,0.0,6.4
605,London,2019-05-15T20:00Z,2019-05-15T20:30Z,218,moderate,0.0,0.0,45.2,46.8,0.8,0,0.1,0.0,7.1
606,London,2019-05-15T20:30Z,2019-05-15T21:00Z,218,moderate,0.0,0.0,47.9,44.8,0.1,0,0.0,0.0,7.2
607,London,2019-05-15T21:00Z,2019-05-15T21:30Z,207,moderate,0.0,0.0,49.7,43.0,0.0,0,0.1,0.0,7.2
608,London,2019-05-15T21:30Z,2019-05-15T22:00Z,191,moderate,0.0,0.0,53.5,39.0,0.0,0,0.1,0.0,7.4
609,London,2019-05-15T22:00Z,2019-05-15T22:30Z,185,moderate,0.0,0.0,56.3,36.2,0.0,0,0.1,0.0,7.4
610,London,2019-05-15T22:30Z,2019-05-15T23:00Z,180,moderate,0.0,0.0,60.3,32.0,0.0,0,0.1,0.0,7.6
611,London,2019-05-15T23:00Z,2019-05-15T23:30Z,184,moderate,0.0,0.0,59.0,33.5,0.0,0,0.1,0.0,7.4
612,London,2019-05-15T23:30Z,2019-05-16T00:00Z,177,moderate,0.0,0.0,60.6,32.6,0.0,0,0.1,0.0,6.7
613,London,2019-05-16T00:00Z,2019-05-16T00:30Z,187,moderate,0.0,0.0,64.2,28.9,0.0,0,0.1,0.0,6.8
614,London,2019-05-16T00:30Z,2019-05-16T01:00Z,211,moderate,0.0,0.0,71.2,20.3,1.7,0,0.1,0.0,6.7
615,London,2019-05-16T01:00Z,2019-05-16T01:30Z,204,moderate,3.3,0.0,58.7,21.8,8.4,0,0.1,0.0,7.7
616,London,2019-05-16T01:30Z,2019-05-16T02:00Z,203,moderate,3.0,0.0,58.9,20.9,8.9,0,0.2,0.0,8.1
617,London,2019-05-16T02:00Z,2019-05-16T02:30Z,203,moderate,2.7,0.0,59.9,20.3,8.8,0,0.2,0.0,8.1
618,London,2019-05-16T02:30Z,2019-05-16T03:00Z,216,moderate,0.0,0.0,76.8,17.4,0.0,0,0.8,0.0,5.0
619,London,2019-05-16T03:00Z,2019-05-16T03:30Z,215,moderate,0.0,0.0,76.8,17.0,0.3,0,0.9,0.0,5.0
620,London,2019-05-16T03:30Z,2019-05-16T04:00Z,216,moderate,0.0,0.0,75.7,17.6,0.4,0,1.4,0.0,4.9
621,London,2019-05-16T04:00Z,2019-05-16T04:30Z,220,moderate,0.5,0.0,72.2,19.6,0.9,0,2.0,0.0,4.8
622,London,2019-05-16T04:30Z,2019-05-16T05:00Z,221,moderate,5.5,0.0,42.0,33.2,9.0,0,1.5,0.8,8.0
623,London,2019-05-16T05:00Z,2019-05-16T05:30Z,224,moderate,11.0,0.0,6.6,50.5,16.7,0,1.2,2.4,11.6
624,London,2019-05-16T05:30Z,2019-05-16T06:00Z,230,moderate,10.4,0.0,0.1,55.6,17.0,0,1.2,4.0,11.7
625,London,2019-05-16T06:00Z,2019-05-16T06:30Z,232,moderate,11.3,0.9,0.0,53.7,16.3,0,1.4,5.8,10.6
626,London,2019-05-16T06:30Z,2019-05-16T07:00Z,234,moderate,11.0,1.3,1.2,51.5,15.4,0,1.4,7.8,10.4
627,London,2019-05-16T07:00Z,2019-05-16T07:30Z,251,moderate,9.4,3.2,3.9,50.8,12.6,0,1.3,9.7,9.1
628,London,2019-05-16T07:30Z,2019-05-16T08:00Z,252,moderate,8.8,5.1,8.8,46.2,10.7,0,0.8,12.0,7.6
629,London,2019-05-16T08:00Z,2019-05-16T08:30Z,233,moderate,7.9,3.8,12.2,44.0,9.8,0,0.3,14.3,7.7
630,London,2019-05-16T08:30Z,2019-05-16T09:00Z,225,moderate,7.6,3.5,15.4,40.6,8.8,0,0.2,16.0,7.9
631,London,2019-05-16T09:00Z,2019-05-16T09:30Z,229,moderate,9.5,3.8,9.6,42.6,7.9,0,0.2,17.1,9.3
632,London,2019-05-16T09:30Z,2019-05-16T10:00Z,219,moderate,9.5,4.3,4.1,43.2,9.6,0,0.2,19.1,10.0
633,London,2019-05-16T10:00Z,2019-05-16T10:30Z,202,moderate,8.0,3.1,12.1,35.7,8.6,0,0.2,22.9,9.4
634,London,2019-05-16T10:30Z,2019-05-16T11:00Z,195,moderate,8.2,3.8,8.9,34.7,10.1,0,0.2,23.1,11.0
635,London,2019-05-16T11:00Z,2019-05-16T11:30Z,181,moderate,8.5,3.2,5.0,34.4,12.8,0,0.1,23.5,12.5
636,London,2019-05-16T11:30Z,2019-05-16T12:00Z,169,moderate,8.9,2.5,7.1,31.7,13.2,0,0.1,23.2,13.3
637,South East England,2019-05-15T11:30Z,2019-05-15T12:00Z,169,moderate,0.0,0.0,46.1,37.6,0.0,0,0.2,14.4,1.7
638,South East England,2019-05-15T12:00Z,2019-05-15T12:30Z,161,moderate,0.0,0.0,48.0,34.7,0.0,0,0.2,15.0,2.1
639,South East England,2019-05-15T12:30Z,2019-05-15T13:00Z,159,low,0.0,0.0,48.3,34.3,0.0,0,0.2,14.8,2.4
640,South East England,2019-05-15T13:00Z,2019-05-15T13:30Z,161,moderate,0.0,0.0,49.6,32.8,0.0,0,0.2,14.6,2.8
641,South East England,2019-05-15T13:30Z,2019-05-15T14:00Z,183,moderate,0.0,0.0,44.7,39.8,0.0,0,0.2,12.4,2.9
642,South East England,2019-05-15T14:00Z,2019-05-15T14:30Z,195,moderate,0.0,0.0,45.0,41.1,0.0,0,0.2,10.8,2.9
643,South East England,2019-05-15T14:30Z,2019-05-15T15:00Z,200,moderate,0.0,0.0,44.8,42.1,0.0,0,0.3,9.7,3.1
644,South East England,2019-05-15T15:00Z,2019-05-15T15:30Z,206,moderate,0.0,0.0,44.1,43.6,0.0,0,0.4,8.6,3.3
645,South East England,2019-05-15T15:30Z,2019-05-15T16:00Z,219,moderate,0.0,0.0,41.3,47.7,0.0,0,0.3,7.4,3.3
646,South East England,2019-05-15T16:00Z,2019-05-15T16:30Z,216,moderate,0.0,0.0,41.1,48.4,0.0,0,0.5,6.3,3.7
647,South East England,2019-05-15T16:30Z,2019-05-15T17:00Z,211,moderate,0.0,0.0,43.2,47.0,0.0,0,0.6,5.1,4.1
648,South East England,2019-05-15T17:00Z,2019-05-15T17:30Z,211,moderate,0.0,0.0,44.1,47.0,0.0,0,0.6,3.9,4.4
649,South East England,2019-05-15T17:30Z,2019-05-15T18:00Z,215,moderate,0.0,0.0,44.7,47.5,0.0,0,0.5,2.7,4.6
650,South East England,2019-05-15T18:00Z,2019-05-15T18:30Z,213,moderate,0.0,0.0,45.2,47.6,0.0,0,0.5,1.7,5.0
651,South East England,2019-05-15T18:30Z,2019-05-15T19:00Z,212,moderate,0.0,0.0,45.5,47.7,0.0,0,0.5,0.9,5.4
652,South East England,2019-05-15T19:00Z,2019-05-15T19:30Z,214,moderate,0.0,0.0,45.1,48.2,0.0,0,0.4,0.3,6.0
653,South East England,2019-05-15T19:30Z,2019-05-15T20:00Z,218,moderate,0.0,0.0,45.4,48.4,0.0,0,0.1,0.0,6.1
654,South East England,2019-05-15T20:00Z,2019-05-15T20:30Z,219,moderate,0.0,0.0,46.5,46.7,0.0,0,0.1,0.0,6.7
655,South East England,2019-05-15T20:30Z,2019-05-15T21:00Z,218,moderate,0.0,0.0,48.1,44.8,0.0,0,0.0,0.0,7.1
656,South East England,2019-05-15T21:00Z,2019-05-15T21:30Z,207,moderate,0.0,0.0,49.8,43.0,0.0,0,0.1,0.0,7.1
657,South East England,2019-05-15T21:30Z,2019-05-15T22:00Z,191,moderate,0.0,0.0,53.6,39.0,0.0,0,0.1,0.0,7.3
